-10.000000, 16.739760
-9.999000, 16.705213
-9.998000, 16.670732
-9.997000, 16.636317
-9.996000, 16.601966
-9.995000, 16.567681
-9.994000, 16.533461
-9.993000, 16.499306
-9.992000, 16.465216
-9.991000, 16.431191
-9.990000, 16.397230
-9.989000, 16.363333
-9.988000, 16.329501
-9.987000, 16.295733
-9.986000, 16.262029
-9.985000, 16.228389
-9.984000, 16.194813
-9.983000, 16.161301
-9.982000, 16.127852
-9.981000, 16.094467
-9.980000, 16.061145
-9.979000, 16.027887
-9.978000, 15.994691
-9.977000, 15.961559
-9.976000, 15.928490
-9.975000, 15.895483
-9.974000, 15.862539
-9.973000, 15.829658
-9.972000, 15.796839
-9.971000, 15.764082
-9.970000, 15.731388
-9.969000, 15.698755
-9.968000, 15.666185
-9.967000, 15.633677
-9.966000, 15.601230
-9.965000, 15.568845
-9.964000, 15.536521
-9.963000, 15.504259
-9.962000, 15.472058
-9.961000, 15.439919
-9.960000, 15.407840
-9.959000, 15.375822
-9.958000, 15.343865
-9.957000, 15.311969
-9.956000, 15.280134
-9.955000, 15.248359
-9.954000, 15.216644
-9.953000, 15.184990
-9.952000, 15.153396
-9.951000, 15.121861
-9.950000, 15.090387
-9.949000, 15.058973
-9.948000, 15.027618
-9.947000, 14.996323
-9.946000, 14.965087
-9.945000, 14.933911
-9.944000, 14.902794
-9.943000, 14.871736
-9.942000, 14.840737
-9.941000, 14.809798
-9.940000, 14.778916
-9.939000, 14.748094
-9.938000, 14.717330
-9.937000, 14.686625
-9.936000, 14.655978
-9.935000, 14.625390
-9.934000, 14.594859
-9.933000, 14.564387
-9.932000, 14.533972
-9.931000, 14.503616
-9.930000, 14.473317
-9.929000, 14.443076
-9.928000, 14.412892
-9.927000, 14.382766
-9.926000, 14.352697
-9.925000, 14.322685
-9.924000, 14.292730
-9.923000, 14.262832
-9.922000, 14.232991
-9.921000, 14.203207
-9.920000, 14.173480
-9.919000, 14.143809
-9.918000, 14.114194
-9.917000, 14.084636
-9.916000, 14.055134
-9.915000, 14.025689
-9.914000, 13.996299
-9.913000, 13.966965
-9.912000, 13.937687
-9.911000, 13.908465
-9.910000, 13.879298
-9.909000, 13.850187
-9.908000, 13.821131
-9.907000, 13.792131
-9.906000, 13.763185
-9.905000, 13.734295
-9.904000, 13.705460
-9.903000, 13.676679
-9.902000, 13.647954
-9.901000, 13.619283
-9.900000, 13.590667
-9.899000, 13.562105
-9.898000, 13.533597
-9.897000, 13.505144
-9.896000, 13.476745
-9.895000, 13.448400
-9.894000, 13.420109
-9.893000, 13.391872
-9.892000, 13.363688
-9.891000, 13.335558
-9.890000, 13.307482
-9.889000, 13.279459
-9.888000, 13.251490
-9.887000, 13.223574
-9.886000, 13.195711
-9.885000, 13.167901
-9.884000, 13.140144
-9.883000, 13.112440
-9.882000, 13.084788
-9.881000, 13.057190
-9.880000, 13.029643
-9.879000, 13.002150
-9.878000, 12.974708
-9.877000, 12.947319
-9.876000, 12.919982
-9.875000, 12.892698
-9.874000, 12.865465
-9.873000, 12.838284
-9.872000, 12.811154
-9.871000, 12.784077
-9.870000, 12.757051
-9.869000, 12.730076
-9.868000, 12.703153
-9.867000, 12.676281
-9.866000, 12.649461
-9.865000, 12.622691
-9.864000, 12.595973
-9.863000, 12.569305
-9.862000, 12.542688
-9.861000, 12.516122
-9.860000, 12.489607
-9.859000, 12.463142
-9.858000, 12.436727
-9.857000, 12.410363
-9.856000, 12.384049
-9.855000, 12.357785
-9.854000, 12.331571
-9.853000, 12.305407
-9.852000, 12.279294
-9.851000, 12.253229
-9.850000, 12.227215
-9.849000, 12.201250
-9.848000, 12.175334
-9.847000, 12.149468
-9.846000, 12.123651
