-10.000000, 16.739527
-9.999000, 16.704981
-9.998000, 16.670501
-9.997000, 16.636085
-9.996000, 16.601736
-9.995000, 16.567451
-9.994000, 16.533232
-9.993000, 16.499077
-9.992000, 16.464987
-9.991000, 16.430962
-9.990000, 16.397002
-9.989000, 16.363106
-9.988000, 16.329274
-9.987000, 16.295506
-9.986000, 16.261803
-9.985000, 16.228163
-9.984000, 16.194588
-9.983000, 16.161076
-9.982000, 16.127628
-9.981000, 16.094243
-9.980000, 16.060922
-9.979000, 16.027664
-9.978000, 15.994469
-9.977000, 15.961337
-9.976000, 15.928268
-9.975000, 15.895262
-9.974000, 15.862318
-9.973000, 15.829437
-9.972000, 15.796619
-9.971000, 15.763863
-9.970000, 15.731169
-9.969000, 15.698537
-9.968000, 15.665967
-9.967000, 15.633459
-9.966000, 15.601013
-9.965000, 15.568628
-9.964000, 15.536305
-9.963000, 15.504043
-9.962000, 15.471843
-9.961000, 15.439703
-9.960000, 15.407625
-9.959000, 15.375608
-9.958000, 15.343652
-9.957000, 15.311756
-9.956000, 15.279921
-9.955000, 15.248146
-9.954000, 15.216432
-9.953000, 15.184778
-9.952000, 15.153184
-9.951000, 15.121651
-9.950000, 15.090177
-9.949000, 15.058763
-9.948000, 15.027408
-9.947000, 14.996114
-9.946000, 14.964879
-9.945000, 14.933703
-9.944000, 14.902586
-9.943000, 14.871529
-9.942000, 14.840530
-9.941000, 14.809591
-9.940000, 14.778710
-9.939000, 14.747888
-9.938000, 14.717125
-9.937000, 14.686420
-9.936000, 14.655774
-9.935000, 14.625185
-9.934000, 14.594655
-9.933000, 14.564183
-9.932000, 14.533769
-9.931000, 14.503413
-9.930000, 14.473115
-9.929000, 14.442874
-9.928000, 14.412691
-9.927000, 14.382565
-9.926000, 14.352496
-9.925000, 14.322485
-9.924000, 14.292530
-9.923000, 14.262633
-9.922000, 14.232793
-9.921000, 14.203009
-9.920000, 14.173282
-9.919000, 14.143611
-9.918000, 14.113997
-9.917000, 14.084439
-9.916000, 14.054938
-9.915000, 14.025492
-9.914000, 13.996103
-9.913000, 13.966770
-9.912000, 13.937492
-9.911000, 13.908270
-9.910000, 13.879104
-9.909000, 13.849993
-9.908000, 13.820938
-9.907000, 13.791938
-9.906000, 13.762993
-9.905000, 13.734103
-9.904000, 13.705268
-9.903000, 13.676488
-9.902000, 13.647763
-9.901000, 13.619092
-9.900000, 13.590476
-9.899000, 13.561915
-9.898000, 13.533408
-9.897000, 13.504955
-9.896000, 13.476556
-9.895000, 13.448211
-9.894000, 13.419921
-9.893000, 13.391684
-9.892000, 13.363501
-9.891000, 13.335371
-9.890000, 13.307296
-9.889000, 13.279273
-9.888000, 13.251304
-9.887000, 13.223388
-9.886000, 13.195526
-9.885000, 13.167716
-9.884000, 13.139960
-9.883000, 13.112256
-9.882000, 13.084605
-9.881000, 13.057006
-9.880000, 13.029461
-9.879000, 13.001967
-9.878000, 12.974526
-9.877000, 12.947138
-9.876000, 12.919801
-9.875000, 12.892517
-9.874000, 12.865284
-9.873000, 12.838103
-9.872000, 12.810974
-9.871000, 12.783897
-9.870000, 12.756872
-9.869000, 12.729898
-9.868000, 12.702975
-9.867000, 12.676103
-9.866000, 12.649283
-9.865000, 12.622514
-9.864000, 12.595796
-9.863000, 12.569128
-9.862000, 12.542512
-9.861000, 12.515946
-9.860000, 12.489431
-9.859000, 12.462966
-9.858000, 12.436552
-9.857000, 12.410188
-9.856000, 12.383875
-9.855000, 12.357611
-9.854000, 12.331398
-9.853000, 12.305234
-9.852000, 12.279121
-9.851000, 12.253057
-9.850000, 12.227043
